Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Daily meals frequency,Carbs,Proteins,Fats,Calories,meal_name,meal_type,diet_type,sugar_g,sodium_mg,cholesterol_mg,serving_size_g,cooking_method,prep_time_min,cook_time_min,rating,Name of Exercise,Sets,Reps,Benefit,Burns Calories (per 30 min),Target Muscle Group,Equipment Needed,Difficulty Level,Body Part,Type of Muscle,Workout,BMI_calc,cal_from_macros,pct_carbs,protein_per_kg,pct_HRR,pct_maxHR,cal_balance,lean_mass_kg,expected_burn,Burns Calories (per 30 min)_bc,Burns_Calories_Bin,BMI_Calc_Check,Burn Efficiency (Cal/Hr)
31,Female,61.67,1.52,178,138,71,2,1850,Cardio,31,2.7,4,3,26.7,3,338.51,134.47,89.75,1727,Other,Breakfast,Vegetarian,37.11,720.82,9.16,366.22,Grilled,52.1,114.91,1.9,Wall Angels,5,19,Strengthens core and improves mobility,347.38,"Core, Shoulders, Legs",Resistance Band or Cable Machine,Advanced,Forearms,Triceps,Cable crossovers,26.69,2699.67,0.5,2.18,0.62,0.77,-122.78,42.33,1236.67,8.13e+19,Medium,26.692347645429365,925.0
22,Male,96.58,1.63,180,162,62,1,1778,HIIT,35,2.4,4,2,36.4,3,272.63,109.19,72.14,2662,Other,Snack,Vegetarian,18.05,69.13,178.81,215.3,Fried,44.45,84.63,4.4,Shoulder Press,4,24,Strengthens shoulders,352.44,"Lower Abs, Hip Flexors",Resistance Band or Cable Machine,Advanced,Forearms,Lateral,Wrist curl,36.35,2176.54,0.5,1.13,0.84,0.9,884.46,62.78,951.59,9.15e+19,High,36.35063419774926,1778.0
25,Male,67.04,1.61,184,166,56,1,917,Yoga,27,3.0,2,1,25.9,4,271.66,108.67,72.2,1695,Other,Snack,Paleo,19.32,231.06,21.41,476.76,Raw,13.22,114.63,1.3,Lat Pulldowns,5,18,Targets lower chest,369.94,"Back, Biceps",Bench or Sturdy Surface,Advanced,Legs,Posterior,Wrist curl,25.86,2171.12,0.5,1.62,0.86,0.9,777.6,49.12,1028.43,1.36e+20,Very High,25.863199722232938,917.0
49,Female,81.87,1.83,167,125,73,2,2846,HIIT,23,3.5,5,3,24.4,2,186.76,74.17,48.85,2370,Other,Snack,Keto,15.78,2282.56,51.98,323.49,Grilled,20.6,60.38,3.8,Bear Crawls,5,19,Improves back strength and posture,357.09,"Back, Core, Shoulders",Bench or Sturdy Surface,Beginner,Chest,Upper,Hammer curl,24.45,1483.37,0.5,0.91,0.56,0.75,-475.7,62.83,1421.22,1.02e+20,High,24.446833288542503,1423.0
20,Male,124.2,1.82,194,144,63,1,1200,Cardio,35,3.2,3,2,37.5,3,277.8,112.0,73.97,3343,Other,Dinner,Low-Carb,17.92,1838.1,52.58,204.6,Roasted,39.11,53.09,2.4,Wall Angels,5,15,Strengthens lower abs and hip flexors,366.02,Calves,Barbell,Intermediate,Forearms,Triceps,Towel pull-up,37.5,2224.93,0.5,0.9,0.62,0.74,2143.0,80.73,915.05,1.25e+20,Very High,37.49547156140562,1200.0
28,Male,82.03,1.66,174,153,50,1,1027,Cardio,31,3.5,4,2,29.8,3,241.42,97.45,64.52,2377,Other,Lunch,Low-Carb,10.95,835.11,17.12,363.95,Boiled,43.93,69.75,4.4,Prone Cobras,4,17,Builds explosive upper body power,338.89,"Core, Obliques",Dumbbells or Barbell,Intermediate,Abs,Middle,Incline dumbbell press,29.77,1936.16,0.5,1.19,0.83,0.88,1349.8,57.0,725.22,6.65e+19,Medium,29.768471476266512,1027.0
42,Male,46.19,1.78,184,139,63,1,537,Cardio,17,2.6,2,1,14.6,3,310.0,123.18,82.34,1326,Other,Lunch,Low-Carb,45.93,89.07,11.4,288.89,Grilled,58.09,17.65,3.4,Bird Dogs,5,15,Builds explosive upper body power,326.85,"Upper Chest, Triceps",Parallel Bars or Chair,Intermediate,Legs,Lower,Barbell hip thrusts,14.58,2473.78,0.5,2.67,0.63,0.75,789.2,38.54,398.76,4.95e+19,Low,14.578336068678196,537.0
19,Female,110.5,1.91,161,149,54,1,873,Yoga,29,2.9,2,1,30.3,2,151.76,61.23,40.24,2998,Other,Lunch,Keto,45.94,366.14,83.39,163.9,Fried,33.29,77.35,2.0,Plyo Squats,5,22,Improves coordination and cardiovascular health,363.85,"Chest, Triceps, Shoulders",Low Bar or TRX,Beginner,Forearms,Lateral,Leg extensions,30.29,1214.12,0.5,0.55,0.89,0.93,2125.22,78.61,960.56,1.19e+20,Very High,30.289739864587045,873.0
46,Male,59.46,1.68,165,147,62,1,1115,Cardio,21,2.5,4,2,21.1,2,248.01,99.82,66.17,1883,Other,Snack,Vegan,15.91,1302.75,52.6,126.49,Boiled,28.42,36.59,1.1,Leg Raises,4,23,Strengthens lower abs,350.74,"Full Body, Core, Shoulders",Dumbbells,Advanced,Back,Lats,Barbell rows,21.07,1986.85,0.5,1.68,0.82,0.89,768.47,46.83,813.72,8.8e+19,High,21.067176870748302,1115.0
27,Male,76.27,1.7,196,150,56,1,846,Cardio,33,2.1,3,1,26.4,3,423.46,169.17,113.08,2286,Other,Dinner,Paleo,37.16,1251.41,152.63,109.44,Boiled,25.05,96.82,0.9,Thrusters,5,18,Strengthens lower body,352.25,Lower Abs,Step or Box,Advanced,Chest,Triceps,Crunches,26.39,3388.24,0.5,2.22,0.67,0.77,1439.66,51.37,676.32,9.11e+19,High,26.391003460207614,846.0
18,Female,57.72,1.75,193,160,74,1,1394,Strength,21,2.4,3,2,18.8,2,232.99,93.14,62.35,1673,Other,Breakfast,Keto,30.56,1775.85,252.36,289.52,Grilled,28.02,81.59,3.3,Scissors Kicks,4,25,Strengthens back and improves posture,342.19,"Legs, Core",Parallel Bars or Chair,Beginner,Chest,Triceps,Concentration curls,18.85,1865.67,0.5,1.61,0.72,0.83,278.64,45.44,882.85,7.19e+19,Medium,18.84734693877551,1394.0
23,Male,80.65,1.8,178,126,59,2,1613,Cardio,27,3.5,4,3,24.9,3,217.12,87.14,57.93,2105,Other,Lunch,Vegan,18.89,136.84,60.32,250.32,Baked,6.58,50.79,3.4,Decline Push-ups,5,17,Improves unilateral leg strength and balance,363.5,"Legs, Core",None or Dumbbells,Advanced,Forearms,Lower Chest,Bent-over lateral raises,24.89,1738.41,0.5,1.08,0.56,0.71,491.76,59.01,1126.85,1.18e+20,Very High,24.891975308641975,806.5
44,Male,86.73,1.97,197,167,50,2,1944,Strength,21,3.5,5,3,22.4,2,305.12,122.32,81.76,2330,Other,Breakfast,Vegetarian,16.01,378.83,60.36,357.47,Fried,40.6,116.35,1.2,Plank,4,19,Strengthens triceps and chest,349.16,"Back, Biceps",Resistance Band,Beginner,Legs,Grip Strength,Leg press,22.35,2445.6,0.5,1.41,0.79,0.85,386.31,68.31,1159.21,8.48e+19,High,22.34790899018269,972.0
57,Female,96.04,1.74,199,144,54,1,1297,Strength,32,2.8,3,2,31.7,3,205.29,82.35,54.73,2687,Other,Breakfast,Low-Carb,13.92,2072.82,15.93,213.96,Fried,55.83,82.88,4.0,Zottman Curls,4,16,Builds unilateral leg strength,340.33,"Core, Shoulders, Legs",None or Dumbbells,Beginner,Legs,Middle,Triceps pushdowns,31.72,1643.13,0.5,0.86,0.62,0.72,1389.92,64.91,816.79,6.88e+19,Medium,31.721495574052057,1297.0
44,Male,68.88,1.76,192,155,69,1,897,Cardio,26,2.1,3,1,22.2,3,226.43,90.8,60.56,1770,Other,Breakfast,Paleo,46.77,2462.28,179.51,275.97,Roasted,35.25,107.88,3.8,Zottman Curls,4,19,Improves posture and strengthens upper back,348.83,"Biceps, Forearms",Resistance Band,Beginner,Chest,Quads,Bent-over lateral raises,22.24,1813.96,0.5,1.32,0.7,0.81,873.22,51.0,711.61,8.42e+19,High,22.236570247933884,897.0
32,Female,84.29,1.74,195,127,63,1,965,Yoga,27,2.1,3,1,27.8,3,185.2,73.96,49.1,2230,Other,Snack,Paleo,38.97,878.8,30.25,380.45,Grilled,18.44,15.54,2.9,Bear Crawls,4,19,Improves cardiovascular fitness,362.59,"Core, Shoulders, Legs",Pull-up Bar,Advanced,Abs,Grip Strength,Face pulls,27.84,1478.54,0.5,0.88,0.48,0.65,1264.65,61.5,1058.76,1.15e+20,Very High,27.840533756110453,965.0
35,Male,78.13,1.67,198,168,57,1,1490,HIIT,27,2.5,4,2,28.0,2,437.17,175.39,117.19,2267,Other,Breakfast,Low-Carb,43.22,290.39,10.39,348.33,Boiled,30.96,55.64,1.3,Turkish Get-ups,5,16,Builds explosive upper body power,345.81,"Core, Obliques",None or Dumbbell,Beginner,Chest,Lats,Wrist curl,28.01,3504.95,0.5,2.24,0.79,0.85,776.64,56.74,781.53,7.84e+19,Medium,28.014629423787156,1490.0
36,Female,58.54,1.77,176,147,63,2,1717,Cardio,19,2.7,4,3,18.7,3,202.4,81.59,53.94,1452,Other,Snack,Vegetarian,38.8,1021.49,275.35,305.93,Fried,54.74,35.9,3.8,Bench Press,4,21,Improves posture and strengthens upper back,359.34,"Obliques, Core",Dumbbells,Beginner,Back,Posterior,Cable crossovers,18.69,1621.42,0.5,1.39,0.74,0.84,-265.32,47.58,1185.82,1.07e+20,High,18.68556289699639,858.5
45,Male,52.29,1.85,187,161,73,1,1058,Cardio,19,2.5,3,1,15.3,3,243.76,97.85,64.65,1484,Other,Dinner,Keto,6.4,2038.63,128.24,435.07,Fried,57.76,62.43,1.9,Face Pulls,4,15,Combines lower body and upper body strength,309.84,"Full Body, Core, Shoulders",Cable Machine,Beginner,Arms,Wrist Extensors,Bicycle crunches,15.28,1948.29,0.5,1.87,0.77,0.86,426.08,42.12,743.62,3.2e+19,Low,15.278305332359384,1058.0
50,Female,87.77,1.6,182,122,67,1,668,Cardio,32,3.1,2,1,34.3,2,380.96,152.61,101.41,2189,Other,Lunch,Vegan,20.43,837.56,121.78,244.94,Steamed,48.61,111.65,1.2,Kettlebell Swings,5,23,Builds lower body power,373.89,"Shoulders, Triceps",Bench or Step,Intermediate,Chest,Anterior,Plate pinch,34.29,3046.97,0.5,1.74,0.48,0.67,1520.81,59.83,568.31,1.48e+20,Very High,34.28515624999999,668.0
49,Female,82.4,1.86,162,160,64,2,1468,Yoga,23,3.5,4,3,23.8,2,195.24,77.89,51.74,2566,Other,Lunch,Keto,8.26,2174.45,13.08,331.06,Grilled,8.98,50.13,3.7,Russian Twists,5,15,Improves cardiovascular fitness,351.25,"Upper Chest, Triceps",Parallel Bars or Chair,Intermediate,Shoulders,Wrist Flexors,Close-grip bench press,23.82,1558.18,0.5,0.95,0.98,0.99,1098.47,63.24,1320.7,8.9e+19,High,23.817782402589895,734.0
45,Male,85.51,1.86,186,136,66,2,1906,Strength,26,3.5,5,3,24.7,2,254.31,102.39,67.78,2374,Other,Lunch,Keto,30.11,1911.83,299.72,338.06,Raw,36.16,101.23,2.3,Frog Jumps,3,12,Builds unilateral leg strength and balance,180.61,"Glutes, Hamstrings, Core",Step or Box,Intermediate,Shoulders,Lateral,Plate pinch,24.72,2036.82,0.5,1.2,0.59,0.73,468.37,63.61,588.79,3.92e+17,Low,24.716730257833273,953.0
43,Male,109.1,1.73,174,150,66,1,1609,HIIT,35,2.2,2,1,36.4,2,259.35,104.37,69.01,2877,Other,Snack,Balanced,41.39,2416.44,234.54,457.24,Baked,56.01,15.69,4.1,Jumping Jacks,4,25,Enhances full-body coordination and stability,353.17,"Glutes, Hamstrings, Core",None or Dumbbell,Beginner,Back,Quads,Incline dumbbell flyes,36.45,2075.97,0.5,0.96,0.78,0.86,1267.7,70.92,939.43,9.31e+19,High,36.45293862140399,1609.0
37,Male,52.77,1.71,184,156,50,1,1218,Strength,17,1.7,4,2,18.0,3,247.77,99.46,65.56,1567,Other,Dinner,Low-Carb,12.68,1805.64,225.08,104.0,Boiled,51.27,81.79,4.6,Tricep Dips,4,25,Builds unilateral leg strength,349.09,"Lower Chest, Triceps",Dumbbells or Barbell,Beginner,Legs,Lower,Decline dumbbell flyes,18.05,1978.96,0.5,1.88,0.79,0.85,348.63,43.73,788.94,8.47e+19,High,18.04657843439007,1218.0
32,Male,59.15,1.66,184,160,64,1,343,Yoga,26,1.8,2,1,21.5,4,282.91,113.89,76.34,1433,Other,Lunch,Paleo,30.14,694.7,156.73,272.04,Steamed,35.88,46.06,3.1,Tricep Dips,4,18,Builds back strength,368.79,Full Core,None or Dumbbells,Intermediate,Chest,Lateral,Bicycle crunches,21.47,2274.26,0.5,1.93,0.8,0.87,1089.8,43.94,383.54,1.33e+20,Very High,21.465379590651764,343.0
26,Male,72.86,1.67,163,121,50,1,1683,HIIT,29,1.9,2,1,26.1,2,185.41,73.6,49.24,2049,Other,Dinner,Balanced,34.12,340.42,242.6,400.09,Boiled,49.89,85.99,3.7,Prone Cobras,5,15,Improves flexibility,351.11,"Upper Chest, Triceps",Pull-up Bar,Intermediate,Abs,Wrist Flexors,Leg curls,26.12,1479.2,0.5,1.01,0.63,0.74,365.57,51.54,976.09,8.88e+19,High,26.124995517946143,1683.0
57,Male,85.62,1.69,189,133,50,2,1832,Cardio,30,3.5,5,3,30.0,3,199.94,80.29,53.7,2273,Other,Snack,Paleo,11.25,292.95,279.22,361.23,Grilled,55.08,55.29,1.8,Calf Raises,5,24,Builds unilateral leg strength and balance,348.81,Full Core,Low Bar or TRX,Advanced,Legs,Lats,Bent-over rows,29.98,1604.22,0.5,0.94,0.6,0.7,441.19,59.83,1227.81,8.41e+19,High,29.97794194881132,916.0
28,Female,52.34,1.61,168,164,70,1,1417,Strength,20,2.0,3,2,20.2,3,240.81,96.19,64.4,1509,Other,Breakfast,Keto,0.16,1477.9,205.47,363.74,Boiled,58.22,31.31,1.4,Bench Press,5,19,Builds calf muscles,366.06,"Full Body, Core, Shoulders",Dumbbells or Barbell,Intermediate,Chest,Middle,Seated cable rows,20.19,1927.6,0.5,1.84,0.96,0.97,91.84,41.97,959.08,1.25e+20,Very High,20.19212221750704,1417.0
35,Female,64.63,1.59,199,145,66,2,1269,Yoga,25,2.7,5,3,25.6,3,279.08,111.24,74.56,1972,Other,Breakfast,Vegan,11.88,1496.44,156.08,398.55,Roasted,29.66,27.55,3.9,Decline Push-ups,5,16,Builds shoulder width,334.76,"Core, Shoulders, Legs",Step or Box,Beginner,Chest,Grip Strength,Dumbbell flyes,25.56,2232.32,0.5,1.72,0.59,0.73,702.56,48.34,1091.32,6.01e+19,Low,25.564653296942364,634.5
43,Female,42.72,1.66,173,134,53,1,489,Yoga,20,1.9,2,1,15.5,3,334.48,133.77,89.34,1125,Other,Dinner,Vegetarian,6.91,944.1,77.65,479.46,Fried,56.19,86.68,4.3,Deadlift,4,20,Strengthens back and improves posture,334.89,"Back, Hamstrings, Glutes",Cable Machine,Beginner,Legs,Lower Chest,Leg extensions,15.5,2677.06,0.5,3.13,0.67,0.77,636.16,34.05,495.64,6.03e+19,Low,15.50297575845551,489.0
55,Female,71.9,1.86,160,147,70,1,1219,Strength,23,2.2,3,2,20.8,3,262.21,105.48,69.81,1961,Other,Breakfast,Low-Carb,33.28,493.41,100.83,458.94,Boiled,43.99,52.88,1.5,Turkish Get-ups,5,25,Strengthens back and improves posture,330.22,"Core, Obliques",Step or Box,Intermediate,Back,Lateral,Romanian deadlifts,20.78,2099.05,0.5,1.47,0.85,0.92,741.62,55.62,746.3,5.38e+19,Low,20.78274945080356,1219.0
21,Female,51.37,1.71,174,132,73,1,1028,Cardio,20,2.2,3,2,17.6,2,307.73,122.81,82.14,1538,Other,Snack,Paleo,26.02,1842.66,211.09,336.04,Baked,17.2,112.77,1.0,Flutter Kicks,5,15,Full body workout,336.8,"Core, Shoulders, Hips",None or Dumbbells,Intermediate,Shoulders,Upper,Bent-over rows,17.57,2461.42,0.5,2.39,0.58,0.76,509.94,41.01,720.75,6.32e+19,Low,17.56779863889744,1028.0
21,Male,61.32,1.57,191,152,64,2,1504,Yoga,24,2.7,4,3,24.9,3,247.19,98.6,65.89,1669,Other,Snack,Vegetarian,3.48,1923.12,218.39,193.17,Grilled,55.18,9.58,1.2,Bird Dogs,5,24,Isolates and strengthens triceps,335.15,"Core, Shoulders, Hips",None or Dumbbell,Intermediate,Forearms,Upper,Fat grip dumbbell curl,24.88,1976.17,0.5,1.61,0.69,0.8,164.76,46.62,1293.68,6.07e+19,Low,24.877276968639702,752.0
22,Female,57.79,1.72,173,128,63,1,1079,Strength,22,1.6,3,2,19.5,4,167.15,66.85,43.94,1436,Other,Lunch,Low-Carb,8.36,1102.71,96.12,121.51,Raw,57.27,78.52,1.2,Jumping Jacks,4,23,Builds lower body power and endurance,332.65,"Back, Hamstrings, Glutes",Cable Machine,Beginner,Legs,Lower,Cable crossovers,19.53,1331.46,0.5,1.16,0.59,0.74,356.9,44.93,665.3,5.71e+19,Low,19.534207679826935,1079.0
47,Female,88.64,1.6,186,126,60,2,2178,Strength,35,3.5,5,3,34.6,3,313.66,125.93,83.47,2517,Other,Lunch,Low-Carb,16.98,622.37,78.82,210.65,Raw,53.49,84.05,1.3,Resistance Band Pull-Aparts,5,16,Builds calf muscles,345.03,Full Core,"Bench, Barbell",Advanced,Forearms,Lateral,Incline dumbbell press,34.62,2509.59,0.5,1.42,0.52,0.68,339.13,57.62,1283.51,7.7e+19,Medium,34.62499999999999,1089.0
33,Male,45.4,1.5,189,143,62,1,600,Yoga,22,1.7,3,1,20.2,3,281.83,113.43,75.22,1269,Other,Snack,Vegetarian,34.52,1468.45,76.6,241.6,Boiled,27.3,82.06,3.0,Shoulder Press,5,21,Strengthens lower body,337.6,"Glutes, Hamstrings",Dumbbells or Barbell,Intermediate,Shoulders,Upper,Lateral raises,20.18,2258.02,0.5,2.5,0.64,0.76,668.95,35.2,614.43,6.44e+19,Low,20.177777777777777,600.0
40,Female,63.44,1.62,185,143,72,1,863,Yoga,26,3.4,2,1,24.2,3,257.2,102.8,68.24,1824,Other,Lunch,Low-Carb,9.54,1095.42,199.02,449.75,Raw,9.66,112.95,4.2,Push-ups,4,18,Strengthens core and improves mobility,330.01,Core,Parallel Bars or Chair,Beginner,Abs,Grip Strength,Romanian deadlifts,24.17,2054.16,0.5,1.62,0.63,0.77,960.97,47.08,864.63,5.35e+19,Low,24.173144337753385,863.0
18,Female,71.97,1.54,194,125,54,1,960,Strength,29,1.7,2,1,30.4,2,227.45,90.4,60.39,2130,Other,Snack,Low-Carb,29.64,1658.68,87.03,420.3,Grilled,25.76,108.04,2.3,Leg Raises,4,16,Strengthens triceps and chest,368.47,Full Body,Resistance Band,Intermediate,Forearms,Lower Chest,Plate pinch,30.35,1814.91,0.5,1.26,0.51,0.64,1169.7,51.26,714.83,1.32e+20,Very High,30.346601450497555,960.0
30,Male,69.8,1.56,171,125,62,1,1111,Strength,29,2.4,4,2,28.7,3,237.53,94.38,63.55,1863,Other,Snack,Vegetarian,19.84,738.5,187.52,224.91,Fried,40.03,85.21,2.0,Pistol Squats,4,23,Targets abdominal muscles,359.32,"Lower Abs, Hip Flexors",Pull-up Bar,Advanced,Legs,Lats,Leg raises,28.68,1899.59,0.5,1.35,0.58,0.73,751.53,49.37,740.2,1.07e+20,High,28.681788297172908,1111.0
35,Female,97.72,1.71,188,145,72,1,1278,Cardio,35,2.9,3,2,33.4,2,262.57,105.72,70.23,2690,Other,Breakfast,Keto,1.51,2435.89,227.3,491.1,Fried,46.14,92.49,1.9,Plyo Squats,3,8,Builds explosive power,280.38,"Back, Biceps",Bench or Sturdy Surface,Advanced,Legs,Lower Chest,Leg curls,33.42,2105.23,0.5,1.08,0.63,0.77,1412.14,63.52,745.81,1.41e+19,Low,33.41882972538559,1278.0
32,Male,75.45,1.93,168,135,68,1,585,Strength,23,3.4,2,1,20.3,3,272.01,109.24,72.79,1968,Other,Lunch,Paleo,5.09,1123.52,20.15,444.72,Roasted,28.22,23.26,1.4,Frog Jumps,4,17,Combines lower body and upper body strength,366.16,"Chest, Triceps, Shoulders",None or Dumbbell,Advanced,Arms,Lower,Incline dumbbell press,20.26,2180.11,0.5,1.45,0.66,0.8,1382.84,58.02,432.07,1.25e+20,Very High,20.25557733093506,585.0
30,Female,51.47,1.74,174,150,64,1,771,Yoga,21,2.0,3,2,17.0,3,238.18,94.69,63.82,1544,Other,Snack,Keto,6.77,2280.75,38.91,494.46,Steamed,35.27,103.58,1.7,Glute Bridges,5,16,Improves core stability and upper body strength,334.28,"Legs, Shoulders, Core",Cable Machine,Beginner,Abs,Wrist Extensors,Incline dumbbell press,17.0,1905.86,0.5,1.84,0.78,0.86,772.96,40.79,715.36,5.94e+19,Low,17.000264235698243,771.0
22,Female,71.65,1.93,162,139,53,1,1874,HIIT,21,2.9,4,2,19.2,3,217.99,86.95,58.57,1982,Other,Snack,Low-Carb,5.36,1653.01,253.91,319.68,Raw,22.78,99.23,3.2,Glute Bridges,4,21,Improves shoulder health and posture,337.31,Quadriceps,Kettlebell,Intermediate,Shoulders,Grip Strength,Triceps dips,19.24,1746.89,0.5,1.21,0.79,0.86,107.6,56.91,957.96,6.4e+19,Low,19.235415715858146,1874.0
22,Male,79.42,1.52,173,166,74,1,1940,HIIT,35,2.3,3,2,34.4,3,310.26,124.37,82.77,2034,Other,Breakfast,Vegan,16.61,1681.14,110.01,373.35,Roasted,25.36,49.46,2.2,Push-ups,4,24,Strengthens triceps and chest,346.05,"Upper Back, Rear Deltoids",Bench or Sturdy Surface,Beginner,Arms,Anterior,Russian twists,34.38,2483.45,0.5,1.57,0.93,0.96,93.6,51.62,1017.39,7.88e+19,Medium,34.375,1940.0
24,Female,59.7,1.79,170,165,63,2,2819,HIIT,19,2.7,4,3,18.6,3,222.31,88.9,59.47,1773,Other,Snack,Low-Carb,3.95,450.48,122.82,438.3,Grilled,32.91,119.42,3.5,Wall Angels,5,20,Activates and strengthens glutes,346.29,Shoulders,Parallel Bars or Chair,Beginner,Arms,Lower,Hanging leg raises,18.63,1780.07,0.5,1.49,0.95,0.97,-1046.27,48.24,1364.38,7.93e+19,Medium,18.632377266627135,1409.5
59,Male,85.78,1.67,190,144,71,2,2332,Strength,32,3.5,5,3,30.8,2,216.13,85.38,57.12,2506,Other,Lunch,Balanced,40.43,1029.5,183.59,425.73,Boiled,38.06,19.41,4.5,Flutter Kicks,4,25,Strengthens back and improves posture,367.73,"Obliques, Core",Bench or Chair,Advanced,Back,Wrist Flexors,Hanging leg raises,30.76,1720.12,0.5,1.0,0.61,0.76,174.12,58.0,1463.57,1.3e+20,Very High,30.75764638387895,1166.0
23,Female,83.95,1.99,179,130,71,2,1402,Yoga,23,3.5,4,3,21.2,3,175.85,70.4,47.09,2384,Other,Dinner,Paleo,7.54,2232.24,223.82,209.12,Roasted,9.51,73.71,3.6,Superman,4,21,Builds explosive upper body power,345.44,"Lower Abs, Hip Flexors",Step or Box,Intermediate,Forearms,Quads,Leg extensions,21.2,1408.81,0.5,0.84,0.55,0.73,982.16,64.24,1243.58,7.77e+19,Medium,21.19895962223176,701.0
18,Female,60.89,1.79,191,126,69,1,720,Yoga,21,2.1,2,1,19.0,2,198.34,79.25,53.45,1512,Other,Lunch,Vegan,15.66,1232.31,267.74,369.37,Baked,8.19,112.07,1.5,Leg Press,4,24,Strengthens back and improves posture,329.17,"Biceps, Forearms",Bench or Sturdy Surface,Advanced,Back,Grip Strength,Leg extensions,19.0,1591.41,0.5,1.3,0.47,0.66,791.95,47.87,717.59,5.24e+19,Low,19.003776411472803,720.0
29,Female,68.29,1.72,171,168,62,1,779,Yoga,26,1.7,4,2,23.1,2,235.6,94.32,62.81,2001,Other,Snack,Vegan,8.26,1864.13,34.11,448.41,Steamed,18.96,19.72,1.7,Leg Raises,5,15,Strengthens lower abs and hip flexors,345.61,"Lower Back, Glutes",Barbell,Beginner,Back,Lower,Donkey kicks,23.08,1884.97,0.5,1.38,0.97,0.98,1222.1,50.44,746.52,7.8e+19,Medium,23.08342347214711,779.0
50,Male,86.56,1.63,161,143,58,2,1777,Cardio,34,3.5,4,3,32.6,3,257.02,102.27,68.55,2374,Other,Dinner,Vegan,9.59,1363.2,171.64,267.69,Grilled,41.62,119.45,2.5,Bench Press,5,17,Builds calf muscles,355.67,"Obliques, Core",Low Bar or TRX,Advanced,Abs,Triceps,Lateral raises,32.58,2054.11,0.5,1.18,0.83,0.89,596.97,56.88,1216.39,9.86e+19,High,32.57932176596786,888.5
42,Male,63.64,1.77,183,134,59,1,1728,HIIT,20,3.3,3,2,20.3,4,410.12,163.72,109.04,1748,Other,Dinner,Balanced,19.44,2018.49,245.26,310.34,Roasted,60.28,87.91,4.4,Inverted Rows,5,16,Builds unilateral leg strength,342.24,"Back, Biceps",Pull-up Bar,Beginner,Legs,Grip Strength,Dumbbell front raises,20.31,3276.72,0.5,2.57,0.61,0.73,20.24,50.72,896.67,7.2e+19,Medium,20.313447604455934,1728.0
59,Female,126.1,1.69,168,149,68,1,1083,Cardio,35,2.9,3,1,44.2,3,240.58,95.47,63.62,3430,Other,Snack,Low-Carb,34.87,387.31,243.49,295.66,Grilled,16.73,53.02,2.0,Russian Twists,4,15,Strengthens triceps and chest,356.85,"Core, Shoulders, Legs",Cable Machine or Resistance Band,Beginner,Arms,Middle,Barbell squats,44.15,1916.78,0.5,0.76,0.81,0.89,2346.62,81.96,877.85,1.01e+20,High,44.15111515703232,1083.0
59,Female,76.4,1.77,167,128,53,1,1440,Strength,25,1.8,3,1,24.4,3,302.6,121.79,81.11,1978,Other,Snack,Vegan,11.75,1958.16,266.93,366.29,Fried,25.28,25.12,1.6,Jumping Jacks,5,15,Strengthens back and improves posture,357.21,"Upper Back, Rear Deltoids",Resistance Band,Beginner,Arms,Wrist Flexors,Bent-over rows,24.39,2427.55,0.5,1.59,0.66,0.77,537.86,57.08,1043.05,1.02e+20,High,24.38635130390373,1440.0
32,Male,62.17,1.63,190,161,58,2,2390,HIIT,25,2.7,5,3,23.4,3,217.5,87.55,58.06,1925,Other,Dinner,Low-Carb,35.73,1469.77,163.42,318.4,Boiled,5.14,45.42,3.0,Dips,4,19,Improves core stability,330.9,Lower Abs,Dumbbells,Beginner,Forearms,Middle,Seated calf raises,23.4,1742.74,0.5,1.41,0.78,0.85,-464.94,46.36,1105.21,5.47e+19,Low,23.399450487410142,1195.0
45,Female,85.08,1.86,186,136,66,2,1710,Cardio,27,3.5,5,3,24.6,2,254.51,101.67,67.58,2417,Other,Snack,Balanced,29.9,1923.83,299.93,335.9,Roasted,35.77,102.05,2.3,Dead Bugs,3,12,Targets obliques and improves core rotation,180.26,"Core, Shoulders, Hips",None or Dumbbell,Beginner,Forearms,Quads,Chest flyes,24.59,2032.94,0.5,1.19,0.58,0.73,707.46,61.8,591.25,3.85e+17,Low,24.59243843218869,855.0
28,Male,55.48,1.79,192,159,67,2,2070,Cardio,18,2.7,5,3,17.3,3,372.95,148.75,99.46,1679,Other,Breakfast,Vegetarian,35.78,2016.65,167.14,479.53,Boiled,18.38,18.41,3.9,Mountain Climbers,4,24,Improves posture and back strength,366.28,"Glutes, Hamstrings",Bench or Sturdy Surface,Advanced,Arms,Lateral,Decline dumbbell press,17.32,2981.94,0.5,2.68,0.74,0.83,-390.6,45.5,1457.79,1.25e+20,Very High,17.315314752972753,1035.0
45,Male,59.31,1.51,169,142,65,1,1244,Strength,27,1.9,4,2,26.0,3,235.95,93.61,63.13,1758,Other,Breakfast,Vegan,25.51,2481.11,53.71,112.56,Grilled,23.09,110.82,3.6,Turkish Get-ups,4,25,Advanced core exercise,333.46,Full Body,Dumbbells,Advanced,Shoulders,Lower,Leg press,26.01,1886.41,0.5,1.58,0.74,0.84,513.93,43.22,766.96,5.82e+19,Low,26.01201701679751,1244.0
